"Date","Price","Open","High","Low","Vol.","Change %"
"09/15/2023","530.13","530.13","537.50","529.38","","0.00%"
"09/14/2023","530.13","533.09","537.50","530.13","","-0.56%"
"09/13/2023","533.09","534.96","537.89","533.09","","-0.35%"
"09/12/2023","534.96","537.38","539.00","534.96","","-0.45%"
"09/11/2023","537.38","536.84","539.06","535.98","","0.16%"
"09/08/2023","536.53","535.74","537.82","535.40","","0.15%"
"09/07/2023","535.74","535.74","537.14","535.54","","0.00%"
"09/06/2023","535.74","537.88","541.38","535.02","","-0.40%"
"09/05/2023","537.88","536.05","542.50","535.02","","0.34%"
"09/04/2023","536.05","536.05","536.96","536.05","","0.00%"
"09/01/2023","536.05","539.20","539.20","536.05","","-0.58%"
"08/31/2023","539.20","539.20","540.04","536.97","","0.00%"
"08/30/2023","539.20","539.20","540.82","537.81","","0.00%"
"08/29/2023","539.20","539.20","541.45","538.84","","0.00%"
"08/28/2023","539.20","542.63","542.63","538.95","","0.04%"
"08/25/2023","538.96","538.96","542.97","538.96","","0.00%"
"08/24/2023","538.96","539.34","543.03","537.61","","-0.07%"
"08/23/2023","539.34","538.34","540.79","535.68","","0.19%"
"08/22/2023","538.34","535.22","539.52","535.13","","0.58%"
"08/21/2023","535.22","533.21","537.50","532.92","","0.38%"
"08/18/2023","533.21","533.61","537.00","532.34","","-0.07%"
"08/17/2023","533.61","534.50","537.00","533.26","","-0.17%"
"08/16/2023","534.50","535.75","537.92","534.50","","-0.23%"
"08/15/2023","535.75","535.13","537.82","534.99","","0.12%"
"08/14/2023","535.13","536.20","541.50","535.07","","0.00%"
"08/11/2023","535.13","535.13","537.85","535.01","","0.00%"
"08/10/2023","535.13","536.53","537.89","535.13","","-0.26%"
"08/09/2023","536.53","538.60","541.69","536.48","","-0.38%"
"08/08/2023","538.60","541.35","542.20","538.60","","-0.51%"
"08/07/2023","541.35","544.00","544.00","540.53","","0.15%"
"08/04/2023","540.53","542.97","545.93","540.53","","-0.45%"
"08/03/2023","542.97","544.83","546.03","542.90","","-0.34%"
"08/02/2023","544.83","544.83","546.07","543.56","","0.00%"
"08/01/2023","544.83","544.83","546.03","543.56","","0.00%"
"07/31/2023","544.83","540.26","545.93","538.42","","0.85%"
"07/28/2023","540.26","540.26","544.43","538.42","","0.00%"
"07/27/2023","540.26","540.26","542.16","538.42","","0.00%"
"07/26/2023","540.26","538.72","541.31","537.89","","0.29%"
"07/25/2023","538.72","535.59","539.83","535.59","","0.58%"
"07/24/2023","535.59","539.93","540.01","535.59","","0.00%"
"07/21/2023","535.59","536.22","540.01","535.59","","-0.12%"
"07/20/2023","536.22","536.67","539.69","536.22","","-0.08%"
"07/19/2023","536.67","536.97","544.00","536.58","","-0.06%"
"07/18/2023","536.97","537.76","544.00","536.97","","-0.15%"
"07/17/2023","537.76","544.97","545.03","537.76","","-0.49%"
"07/14/2023","540.40","544.00","546.97","540.40","","-0.66%"
"07/13/2023","544.00","545.10","550.82","544.00","","-0.20%"
"07/12/2023","545.10","546.22","553.08","545.10","","-0.21%"
"07/11/2023","546.22","547.47","553.53","544.40","","-0.23%"
"07/10/2023","547.47","550.39","552.24","544.39","","0.57%"
"07/07/2023","544.39","543.26","551.00","543.04","","0.21%"
"07/06/2023","543.26","542.35","546.21","542.18","","0.17%"
"07/05/2023","542.35","542.63","545.22","542.22","","-0.05%"
"07/04/2023","542.63","542.63","545.56","542.63","","0.00%"
"07/03/2023","542.63","546.20","546.32","542.13","","0.05%"
"06/30/2023","542.38","542.85","546.74","542.38","","-0.09%"
"06/29/2023","542.85","542.97","546.79","542.85","","-0.02%"
"06/28/2023","542.97","542.35","546.62","542.23","","0.11%"
"06/27/2023","542.35","541.72","545.56","540.93","","0.12%"
"06/26/2023","541.72","544.96","545.56","541.65","","0.01%"
"06/23/2023","541.65","541.22","545.52","541.20","","0.08%"
"06/22/2023","541.22","540.35","544.13","540.35","","0.16%"
"06/21/2023","540.35","540.35","542.88","539.70","","0.00%"
"06/20/2023","540.35","540.22","543.20","539.70","","0.02%"
"06/19/2023","540.22","542.27","543.39","539.89","","-0.05%"
"06/16/2023","540.47","540.47","543.80","540.47","","0.00%"
"06/15/2023","540.47","541.47","545.18","540.47","","-0.18%"
"06/14/2023","541.47","541.72","545.63","540.40","","-0.05%"
"06/13/2023","541.72","541.72","544.72","538.89","","0.00%"
"06/12/2023","541.72","543.71","544.05","538.31","","0.63%"
"06/09/2023","538.31","538.31","543.47","538.11","","-0.37%"
"06/08/2023","540.29","536.97","541.20","536.83","","0.62%"
"06/07/2023","536.97","536.97","540.10","536.97","","0.00%"
"06/06/2023","536.97","538.35","541.50","536.97","","-0.26%"
"06/05/2023","538.35","542.82","543.50","537.97","","0.07%"
"06/02/2023","537.97","538.85","543.50","537.97","","-0.16%"
"06/01/2023","538.85","539.47","543.75","538.85","","-0.11%"
"05/31/2023","539.47","539.97","543.86","539.47","","-0.09%"
"05/30/2023","539.97","540.72","544.23","539.65","","-0.14%"
"05/29/2023","540.72","538.22","544.15","538.22","","0.46%"
"05/26/2023","538.22","536.97","542.02","536.97","","0.23%"
"05/25/2023","536.97","536.85","541.04","536.85","","0.02%"
"05/24/2023","536.85","536.97","540.81","536.85","","-0.02%"
"05/23/2023","536.97","536.22","540.81","535.42","","0.14%"
"05/22/2023","536.22","539.48","539.78","534.35","","0.35%"
"05/19/2023","534.35","534.35","539.78","534.35","","0.00%"
"05/18/2023","534.35","534.20","538.30","534.20","","0.03%"
"05/17/2023","534.20","533.97","538.50","533.88","","0.04%"
"05/16/2023","533.97","534.35","538.50","533.97","","-0.07%"
"05/15/2023","534.35","534.97","539.14","534.35","","-0.12%"
